OverallQual,ExterQual,Neighborhood,GarageCars,GrLivArea,YearBuilt,TotalBsmtSF,BsmtQual,GarageArea,KitchenQual,stFlrSF,FullBath,SalePrice
8,3,21,1.0986122886681098,7.306531398939505,2006,7.306531398939505,4,6.655440350367647,3,7.306531398939505,1.0986122886681098,232600.0
10,4,16,1.3862943611198906,7.642524134232902,2007,7.639642287858013,5,7.107425474110705,4,7.642524134232902,1.0986122886681098,385000.0
5,2,3,0.0,6.665683717782408,1924,6.665683717782408,3,0.0,3,6.665683717782408,0.6931471805599453,109500.0
7,3,20,1.0986122886681098,7.268920128193722,2001,7.282761179605593,4,6.269096283706261,3,7.268920128193722,1.0986122886681098,189000.0
5,2,4,1.0986122886681098,7.662467815200237,1967,6.921658184151129,3,6.289715570908998,2,7.057036981697891,1.0986122886681098,185000.0
7,3,21,1.0986122886681098,7.109879463072272,2005,6.398594934535208,4,6.175867270105761,3,6.255750041753367,1.0986122886681098,147400.0
6,2,12,1.0986122886681098,7.239214973779806,1957,7.239214973779806,3,6.129050210060545,2,7.239214973779806,0.6931471805599453,166000.0
7,2,21,1.0986122886681098,7.090909822079984,2005,6.398594934535208,4,6.175867270105761,3,6.255750041753367,1.0986122886681098,151000.0
7,3,5,1.0986122886681098,7.512071245835466,2003,6.848005274576363,4,6.419994928147142,3,6.848005274576363,1.0986122886681098,237000.0
6,2,12,1.0986122886681098,7.324489979348532,1964,7.324489979348532,3,6.159095388491933,2,7.324489979348532,0.6931471805599453,167000.0
5,2,12,1.0986122886681098,7.0431599159883405,1961,7.0431599159883405,3,6.124683390894205,2,7.0431599159883405,0.6931471805599453,139950.0
4,2,19,1.0986122886681098,6.97354301952014,1950,6.97354301952014,4,6.07993319509559,3,6.97354301952014,1.0986122886681098,128000.0
5,2,17,1.0986122886681098,7.352441100243583,1948,7.352441100243583,3,6.70073110954781,2,7.352441100243583,0.6931471805599453,153500.0
6,2,2,0.6931471805599453,6.895682697747868,1973,6.182084906716632,3,5.579729825986222,2,6.182084906716632,0.6931471805599453,100000.0
5,2,5,0.6931471805599453,7.003065458786462,1995,7.003065458786462,4,5.8664680569332965,3,7.003065458786462,0.6931471805599453,144000.0
5,2,7,0.6931471805599453,7.090909822079984,1946,6.645090969505644,3,5.484796933490655,2,6.645090969505644,0.6931471805599453,130500.0
6,2,18,0.6931471805599453,7.301822342137932,1925,6.511745329644728,3,5.993961427306569,1,6.698268054115413,1.0986122886681098,140000.0
5,2,17,1.0986122886681098,7.339537695407674,1904,6.478509642208569,3,6.532334292222349,3,6.865891074883439,1.0986122886681098,157500.0
6,2,12,1.0986122886681098,7.061334366910438,1966,7.028201432058005,3,6.19644412779452,2,7.061334366910438,0.6931471805599453,174900.0
5,2,12,0.0,7.496097345175956,1961,7.496097345175956,3,0.0,2,7.496097345175956,1.0986122886681098,141000.0
5,2,17,1.3862943611198906,7.256297239690681,1915,6.776506992372183,3,6.580639137284949,2,6.776506992372183,0.6931471805599453,153900.0
5,2,19,1.0986122886681098,7.43955930913332,1975,7.237778191923443,4,6.416732282512326,2,7.43955930913332,1.0986122886681098,171000.0
7,3,20,1.0986122886681098,7.4821189235521155,1993,6.608000625296087,4,6.054439346269371,3,6.914730892718563,1.0986122886681098,213000.0
5,2,5,0.6931471805599453,6.762729506931879,1972,6.762729506931879,3,5.82600010738045,2,6.762729506931879,0.6931471805599453,133500.0
6,2,4,1.0986122886681098,7.765993079407675,1908,6.811244378601294,3,5.8888779583328805,2,7.176254532017144,1.3862943611198906,240000.0
6,3,24,1.0986122886681098,7.526178913346146,1976,6.270988431858299,3,6.240275845170769,2,6.9985096422506015,1.0986122886681098,187000.0
6,3,5,1.0986122886681098,6.744059186311348,2003,6.744059186311348,4,6.042632833682381,3,6.744059186311348,0.6931471805599453,131500.0
8,3,0,1.0986122886681098,7.284134806195205,2003,7.149916836132109,4,5.993961427306569,3,7.284134806195205,1.0986122886681098,215000.0
7,2,6,0.6931471805599453,7.40671073017764,1941,6.823286122355687,3,5.484796933490655,2,6.823286122355687,1.0986122886681098,164000.0
6,2,12,1.0986122886681098,7.27655640271871,1964,7.028201432058005,3,6.470799503782602,2,7.27655640271871,0.6931471805599453,158000.0
5,2,19,1.0986122886681098,7.484368643286131,1955,7.475339236566737,3,6.12029741895095,2,7.484368643286131,0.6931471805599453,170000.0
5,2,19,0.6931471805599453,6.947937068614969,1962,6.947937068614969,3,5.564520407322694,2,6.947937068614969,0.6931471805599453,127000.0
6,2,5,1.0986122886681098,6.934397209928558,1978,6.846943139585379,4,6.3578422665081,2,6.934397209928558,0.6931471805599453,147000.0
6,2,8,1.0986122886681098,7.301147805856032,1994,6.555356891810665,4,5.840641657373398,2,6.555356891810665,1.0986122886681098,174000.0
7,2,14,1.0986122886681098,7.223295679562314,1976,6.994849985833071,4,6.173786103901937,2,7.223295679562314,1.0986122886681098,152000.0
6,2,14,1.0986122886681098,7.884199933676039,1968,6.961296045910167,3,6.429719478039138,3,7.321849713788356,1.0986122886681098,250000.0
7,3,6,0.6931471805599453,7.263329617476836,1918,6.816735880594968,3,5.37989735354046,3,6.816735880594968,0.6931471805599453,189950.0
5,2,19,1.0986122886681098,6.946975992135418,1965,6.946975992135418,3,6.22455842927536,2,6.946975992135418,0.6931471805599453,131500.0
6,2,20,1.0986122886681098,7.001245622069476,1984,6.947937068614969,4,6.175867270105761,2,7.001245622069476,1.0986122886681098,152000.0
5,2,12,0.6931471805599453,7.046647277848756,1959,7.046647277848756,3,6.511745329644728,2,7.046647277848756,0.6931471805599453,132500.0
7,3,21,1.0986122886681098,7.224753405767971,2007,7.224753405767971,5,6.272877006546167,3,7.224753405767971,1.0986122886681098,250580.0
5,2,12,1.0986122886681098,6.910750787961936,1970,6.910750787961936,3,6.805722553416985,2,6.910750787961936,0.6931471805599453,148500.0
8,3,23,1.3862943611198906,7.40671073017764,2006,7.40184157874383,4,6.769641976852503,3,7.40671073017764,1.0986122886681098,248900.0
4,2,19,1.0986122886681098,7.02197642307216,1961,6.947937068614969,3,6.300785794663244,1,7.02197642307216,0.6931471805599453,129000.0
5,2,8,1.0986122886681098,7.749753406274437,1948,0.0,0,6.511745329644728,2,7.344719054149673,1.0986122886681098,169000.0
7,3,20,1.0986122886681098,7.575584651557793,1993,6.957497370876951,4,6.354370040797351,3,6.968850378341948,1.0986122886681098,236000.0
5,2,12,0.6931471805599453,6.796823718274855,1962,6.796823718274855,3,5.733341276897746,2,6.796823718274855,0.6931471805599453,109500.0
6,2,5,1.0986122886681098,7.428333194190806,1998,6.690842277418564,4,6.261491684321042,3,6.690842277418564,1.0986122886681098,200500.0
5,3,12,1.0986122886681098,6.814542897259958,1953,4.663439094112067,3,6.028278520230698,3,6.814542897259958,0.6931471805599453,116000.0
5,3,12,0.6931471805599453,7.145984467714388,1949,6.725033642166843,3,5.666426688112432,2,6.944087208229528,0.6931471805599453,133000.0
5,2,17,0.6931471805599453,7.0317412587631285,1941,6.517671272912275,3,5.303304908059076,2,6.517671272912275,0.6931471805599453,66500.0
8,3,21,1.0986122886681098,7.867488568699128,2007,7.077498053569231,4,6.311734809152915,4,7.077498053569231,1.0986122886681098,303477.0
4,2,11,1.0986122886681098,6.947937068614969,1963,6.970730078143525,3,6.47543271670409,2,6.947937068614969,0.6931471805599453,132250.0
9,3,16,1.3862943611198906,7.707512194600341,2004,7.288244401020124,5,6.6052979209482015,4,7.288244401020124,1.0986122886681098,350000.0
5,2,19,1.0986122886681098,7.052721049232323,1961,7.01211529430638,3,6.3578422665081,3,7.052721049232323,0.6931471805599453,148000.0
5,3,5,0.6931471805599453,6.762729506931879,1978,6.762729506931879,3,5.820082930352362,2,6.762729506931879,0.6931471805599453,136500.0
5,2,7,1.0986122886681098,6.994849985833071,2005,6.994849985833071,5,6.111467339502679,2,6.994849985833071,0.6931471805599453,157000.0
7,3,23,1.0986122886681098,7.4489161025442,1990,7.053585727193677,4,5.993961427306569,3,7.080026499922591,1.0986122886681098,187500.0
6,2,8,1.0986122886681098,7.374001859350161,1992,6.695798917058491,4,5.966146739123692,2,6.695798917058491,1.0986122886681098,178000.0
4,3,18,0.6931471805599453,7.710205194432532,1912,6.679599185844383,3,6.089044875446846,2,6.86171134048073,0.6931471805599453,118500.0
5,2,12,0.6931471805599453,6.794586580876499,1967,6.794586580876499,3,5.666426688112432,2,6.794586580876499,0.6931471805599453,100000.0
9,3,21,1.0986122886681098,7.444248649496705,1999,7.4377951216719325,5,6.228511003591184,3,7.444248649496705,1.0986122886681098,328900.0
5,2,12,1.0986122886681098,7.44600149832412,1959,7.394493107219038,3,6.3784261836515865,2,7.44600149832412,1.0986122886681098,145000.0
5,2,7,0.6931471805599453,7.239932591320469,1955,6.705639094860003,3,5.707110264748875,2,6.771935555839602,0.6931471805599453,135500.0
8,3,12,1.0986122886681098,7.704361167910313,1970,7.704361167910313,3,6.432940092739179,3,7.704361167910313,1.0986122886681098,268000.0
6,2,12,1.0986122886681098,7.317212408359839,1953,7.317212408359839,3,6.226536669287466,2,7.317212408359839,0.6931471805599453,149500.0
5,2,12,1.0986122886681098,6.829793737512425,1949,6.511745329644728,3,6.3578422665081,2,6.511745329644728,0.6931471805599453,122900.0
6,2,19,1.0986122886681098,7.428927194802272,1978,6.823286122355687,3,6.089044875446846,2,6.823286122355687,1.0986122886681098,172500.0
6,2,19,0.6931471805599453,6.974478911025045,1963,6.966024187106113,3,5.579729825986222,2,6.974478911025045,0.6931471805599453,154500.0
5,2,19,0.6931471805599453,7.232733136177615,1954,7.232733136177615,4,5.872117789475416,2,7.232733136177615,0.6931471805599453,165000.0
5,2,20,1.0986122886681098,7.336936913707618,1979,0.0,0,5.993961427306569,2,7.336936913707618,1.0986122886681098,118858.0
6,2,12,1.0986122886681098,7.493873886783559,1963,6.660575149839686,3,6.182084906716632,2,6.891625897052253,0.6931471805599453,140000.0
4,2,9,0.6931471805599453,6.858565034791365,1936,6.858565034791365,3,5.793013608384144,2,6.858565034791365,0.6931471805599453,106500.0
5,2,20,1.0986122886681098,7.714677473800927,1979,0.0,0,6.270988431858299,2,7.02197642307216,1.0986122886681098,142953.0
9,4,16,1.3862943611198906,7.768533300926033,2009,7.754052639035757,5,6.710523109452428,4,7.768533300926033,1.0986122886681098,611657.0
5,2,19,0.6931471805599453,7.120444372392488,1961,6.816735880594968,3,5.666426688112432,2,7.120444372392488,0.6931471805599453,135000.0
4,2,12,0.6931471805599453,6.755768921984255,1971,6.755768921984255,3,6.529418838262226,2,6.755768921984255,0.6931471805599453,110000.0
5,2,12,0.6931471805599453,7.175489713624222,1957,6.900730664045173,3,6.6293632534374485,2,7.175489713624222,0.6931471805599453,153000.0
7,3,8,1.0986122886681098,7.31986492980897,2003,6.664409020350408,4,5.976350909297934,3,6.694562058521095,1.0986122886681098,180000.0
7,3,8,1.3862943611198906,7.421177528595393,2006,7.421177528595393,4,6.53813982376767,3,7.421177528595393,1.0986122886681098,240000.0
5,2,19,0.6931471805599453,6.805722553416985,1967,6.776506992372183,3,5.666426688112432,2,6.805722553416985,0.6931471805599453,125500.0
5,2,12,0.6931471805599453,6.96979066990159,1954,6.963189985870238,3,5.638354669333745,2,6.96979066990159,0.6931471805599453,128000.0
8,3,21,1.3862943611198906,7.400620577371135,2006,7.392647520721623,4,6.763884908562435,3,7.400620577371135,1.0986122886681098,255000.0
7,3,6,0.6931471805599453,7.629489916393995,1936,6.925595197110468,4,5.198497031265826,3,6.928537818164665,0.6931471805599453,250000.0
5,2,11,1.0986122886681098,6.805722553416985,1983,6.762729506931879,4,6.184148890937483,2,6.805722553416985,0.6931471805599453,131000.0
6,3,8,1.0986122886681098,7.3031700512368,2005,6.610696044717759,4,5.968707559985366,3,6.610696044717759,1.0986122886681098,174000.0
5,2,12,1.0986122886681098,7.729735331385051,1960,7.00850518208228,3,6.175867270105761,2,7.00850518208228,1.0986122886681098,154300.0
5,2,5,0.6931471805599453,7.145984467714388,1977,7.145984467714388,4,5.53338948872752,3,7.145984467714388,0.6931471805599453,143500.0
5,2,3,0.6931471805599453,6.923628628138427,1925,6.645090969505644,3,6.111467339502679,2,6.923628628138427,0.6931471805599453,88000.0
5,2,6,1.3862943611198906,7.602401335665818,1949,6.90975328164481,3,6.77078942390898,2,6.90975328164481,1.0986122886681098,145000.0
6,3,21,1.0986122886681098,7.110696122978827,2009,6.418364935936212,4,6.270988431858299,3,6.418364935936212,1.0986122886681098,173733.0
4,2,10,0.6931471805599453,6.996681488176539,1970,6.304448802421981,3,5.659482215759621,2,6.304448802421981,0.6931471805599453,75000.0
2,2,9,0.6931471805599453,6.175867270105761,1949,6.175867270105761,3,5.733341276897746,2,6.175867270105761,0.0,35311.0
4,2,7,0.6931471805599453,7.114769448366463,1956,7.034387929915503,3,5.652489180268651,2,7.114769448366463,0.6931471805599453,135000.0
7,3,20,1.3862943611198906,7.662937850461535,1991,7.007600613951853,5,6.726233402358747,3,6.816735880594968,1.0986122886681098,238000.0
6,4,12,1.0986122886681098,7.254884810077338,1958,7.077498053569231,4,6.400257445308821,2,7.254884810077338,0.6931471805599453,176500.0
6,3,20,1.0986122886681098,7.451241684987676,1994,6.834108738813838,4,6.156978985585555,3,6.842683282238422,1.0986122886681098,201000.0
5,2,7,0.0,7.696667081526462,1900,7.149131598557407,3,0.0,2,7.149131598557407,1.0986122886681098,145900.0
6,3,8,1.0986122886681098,7.183111701743281,2005,7.183111701743281,4,5.986452005284438,3,7.183111701743281,1.0986122886681098,169990.0
6,3,20,1.0986122886681098,7.388946097618437,1993,7.380879035564116,4,6.280395838960195,3,7.388946097618437,1.0986122886681098,193000.0
6,2,14,1.0986122886681098,7.430707082545968,1980,7.430707082545968,4,6.418364935936212,2,7.430707082545968,1.0986122886681098,207500.0
5,2,14,1.0986122886681098,7.027314514039777,1977,7.027314514039777,4,6.293419278846481,4,7.027314514039777,1.0986122886681098,175000.0
8,3,16,1.3862943611198906,7.772752716468742,2003,7.074963197966044,4,6.48768401848461,4,7.118826249062078,1.0986122886681098,285000.0
7,2,14,1.0986122886681098,7.590346945602565,1968,6.725033642166843,3,6.18826412308259,2,7.002155954403621,1.0986122886681098,176000.0
8,3,5,1.0986122886681098,7.489412083508719,2001,7.469654172932128,4,6.259581464064923,4,7.489412083508719,1.0986122886681098,236500.0
7,2,8,1.0986122886681098,7.71289096149013,1997,6.872128101338986,4,6.466144724237619,3,6.901737206656574,1.0986122886681098,222000.0
8,3,23,1.3862943611198906,7.290974778142981,2007,7.290974778142981,4,6.415096959171596,3,7.290974778142981,1.0986122886681098,201000.0
5,2,12,0.6931471805599453,6.83087423464618,1965,6.83087423464618,3,6.063785208687608,2,6.83087423464618,0.6931471805599453,117500.0
9,4,21,1.3862943611198906,7.552762084214147,2006,7.552762084214147,5,6.670766320845874,4,7.552762084214147,1.0986122886681098,320000.0
7,3,5,1.0986122886681098,7.313886831633462,2004,7.313886831633462,4,6.3473892096560105,3,7.313886831633462,1.0986122886681098,190000.0
7,2,12,1.0986122886681098,7.635303886259415,1960,6.373319789577012,4,6.226536669287466,3,7.635303886259415,1.0986122886681098,242000.0
4,2,3,1.0986122886681098,6.617402977974478,1926,6.398594934535208,2,6.270988431858299,2,6.617402977974478,0.6931471805599453,79900.0
7,3,20,1.0986122886681098,7.090909822079984,2003,7.0707241072602764,4,6.320768294250582,3,7.090909822079984,1.0986122886681098,184900.0
7,3,21,1.0986122886681098,7.586803535162581,2005,7.01571242048723,4,6.536691597591305,3,7.01571242048723,1.0986122886681098,253000.0
7,3,5,1.3862943611198906,7.582229194276461,2006,7.238496840894365,4,6.767343125265392,3,7.238496840894365,1.0986122886681098,239799.0
7,2,4,0.6931471805599453,7.784889295655098,1940,6.940222469119639,3,5.857933154483459,2,7.0967213784947605,1.0986122886681098,244400.0
6,2,11,1.0986122886681098,7.455298485683291,1976,7.455298485683291,3,6.354370040797351,2,7.455298485683291,1.0986122886681098,150900.0
7,3,8,1.0986122886681098,7.630946580890459,1999,6.900730664045173,4,5.968707559985366,3,6.930494765951626,1.0986122886681098,214000.0
4,2,7,0.0,7.273092595999522,1977,7.273092595999522,4,0.0,2,7.273092595999522,1.0986122886681098,150000.0
5,2,11,1.0986122886681098,7.398174092970465,1967,7.398174092970465,3,6.3578422665081,2,7.398174092970465,1.0986122886681098,143000.0
6,2,23,1.0986122886681098,7.20414929203594,1958,6.709304340258298,3,6.26530121273771,3,7.20414929203594,0.6931471805599453,137500.0
5,2,17,1.0986122886681098,7.533693709848633,1890,6.9930151229329605,3,6.124683390894205,2,7.080867896690782,0.6931471805599453,124900.0
5,2,12,0.6931471805599453,7.0431599159883405,1959,7.0431599159883405,3,6.680854678790215,2,7.0431599159883405,0.6931471805599453,143000.0
8,3,23,1.3862943611198906,7.396335293800808,2002,7.388327859577107,4,6.695798917058491,3,7.396335293800808,1.0986122886681098,270000.0
7,3,5,1.0986122886681098,7.482681828154651,2002,6.842683282238422,4,6.163314804034641,3,6.842683282238422,1.0986122886681098,192500.0
6,2,14,1.0986122886681098,7.231287004327616,1972,7.057897937411856,3,6.517671272912275,3,7.231287004327616,0.6931471805599453,197500.0
5,2,12,1.0986122886681098,6.762729506931879,1950,6.762729506931879,3,6.580639137284949,3,6.762729506931879,0.6931471805599453,129000.0
5,2,20,0.6931471805599453,6.873163834212518,1965,6.720220155135295,3,5.707110264748875,2,6.873163834212518,0.6931471805599453,119900.0
5,2,5,0.6931471805599453,6.645090969505644,1972,6.645090969505644,4,5.983936280687191,2,6.645090969505644,0.6931471805599453,133900.0
5,2,11,1.0986122886681098,7.585281078639126,1969,6.665683717782408,3,6.274762021241939,2,7.063903961472068,1.0986122886681098,172000.0
6,2,7,0.0,6.888572459565364,1975,6.852242569051878,4,0.0,2,6.888572459565364,1.0986122886681098,127500.0
6,2,6,1.0986122886681098,7.580189417944541,1946,6.887552571664617,4,6.20050917404269,2,6.887552571664617,1.0986122886681098,145000.0
6,2,1,1.0986122886681098,7.114769448366463,1980,6.331501849893691,4,6.137727054086234,2,6.331501849893691,0.6931471805599453,124000.0
5,2,19,1.0986122886681098,6.964135612418245,1962,6.964135612418245,3,6.3578422665081,2,6.964135612418245,0.6931471805599453,132000.0
7,3,5,1.0986122886681098,7.198931240688173,2003,7.198931240688173,4,6.2766434893416445,3,7.198931240688173,1.0986122886681098,185000.0
7,3,21,1.0986122886681098,7.256297239690681,1999,6.546785410760524,4,6.184148890937483,3,6.546785410760524,1.0986122886681098,155000.0
5,2,3,0.0,6.755768921984255,1958,6.755768921984255,3,0.0,2,6.755768921984255,0.6931471805599453,116500.0
6,2,14,1.0986122886681098,7.96311205897929,1977,7.193685818395112,4,6.429719478039138,2,7.341483852363161,1.0986122886681098,272000.0
6,2,13,1.0986122886681098,7.345364840416867,1976,6.690842277418564,4,6.089044875446846,3,6.690842277418564,1.0986122886681098,155000.0
9,3,5,1.0986122886681098,7.496097345175956,2007,7.496097345175956,5,6.555356891810665,4,7.496097345175956,1.0986122886681098,239000.0
7,3,23,1.0986122886681098,7.546974117516527,2002,6.706862336602747,4,6.236369590203704,3,6.715383386334681,1.0986122886681098,214900.0
6,3,8,1.0986122886681098,7.3031700512368,2005,6.664409020350408,4,5.976350909297934,3,6.664409020350408,1.0986122886681098,178900.0
5,3,6,0.6931471805599453,7.1770187659099,1940,6.591673732008658,3,5.54907608489522,2,6.884486652042782,0.6931471805599453,160000.0
5,2,12,0.6931471805599453,7.002155954403621,1955,7.002155954403621,3,5.564520407322694,2,7.002155954403621,0.6931471805599453,135000.0
3,2,17,0.0,6.876264611890766,1910,6.398594934535208,3,0.0,2,6.398594934535208,0.6931471805599453,37900.0
6,2,12,0.6931471805599453,6.999422467507961,1958,6.3784261836515865,3,5.579729825986222,2,6.999422467507961,0.6931471805599453,140000.0
4,2,12,0.0,7.084226422097916,1949,6.580639137284949,3,0.0,2,6.580639137284949,0.6931471805599453,135000.0
7,3,16,1.0986122886681098,7.394493107219038,2003,6.639875833826536,4,6.163314804034641,3,6.639875833826536,1.0986122886681098,173000.0
6,2,20,0.6931471805599453,6.823286122355687,1979,6.823286122355687,4,5.579729825986222,2,6.823286122355687,1.0986122886681098,99500.0
7,3,21,1.0986122886681098,7.264730177929867,2007,7.264730177929867,4,6.175867270105761,3,7.264730177929867,1.0986122886681098,182000.0
7,2,3,1.0986122886681098,7.61085279039525,1910,6.591673732008658,4,6.278521424165844,3,7.036148493750536,0.6931471805599453,167500.0
7,3,21,1.0986122886681098,7.232010331664759,2000,6.513230110912307,4,6.19644412779452,3,6.513230110912307,1.0986122886681098,165000.0
4,2,3,0.0,6.76849321164863,1923,6.089044875446846,4,0.0,1,6.76849321164863,0.6931471805599453,85500.0
7,3,21,1.0986122886681098,7.124478262493424,2006,7.124478262493424,4,6.345636360828596,3,7.124478262493424,0.6931471805599453,199900.0
4,2,7,1.0986122886681098,6.796823718274855,1954,6.796823718274855,3,5.993961427306569,2,6.796823718274855,0.6931471805599453,110000.0
5,2,19,1.0986122886681098,7.022868086082641,1963,7.022868086082641,3,6.175867270105761,2,7.022868086082641,0.6931471805599453,139000.0
7,4,12,1.0986122886681098,6.907755278982137,1961,6.851184927493743,3,6.3784261836515865,4,6.907755278982137,0.6931471805599453,178400.0
8,3,15,1.3862943611198906,7.868254265520613,1998,7.111512116496157,4,6.517671272912275,3,7.152268856032539,1.0986122886681098,336000.0
7,3,0,1.0986122886681098,7.144407180321139,2007,7.144407180321139,4,5.963579343618446,3,7.144407180321139,1.0986122886681098,159895.0
8,3,5,1.0986122886681098,7.736743682453495,2002,7.029087564149662,4,6.659293919683638,3,7.047517221357296,1.0986122886681098,255900.0
5,2,11,1.0986122886681098,7.45876269238096,1977,0.0,0,6.29156913955832,3,7.172424577124845,1.0986122886681098,126000.0
5,2,7,0.6931471805599453,7.060476365999801,1950,7.060476365999801,3,5.484796933490655,2,7.060476365999801,0.6931471805599453,125000.0
6,2,17,0.6931471805599453,7.400009517162692,1910,6.186208623900494,3,5.545177444479562,3,6.90975328164481,0.6931471805599453,117000.0
9,4,16,1.3862943611198906,7.57095858316901,2009,7.565793282428515,5,6.408528791059498,4,7.57095858316901,1.0986122886681098,395192.0
6,2,14,1.0986122886681098,7.616283561580385,1976,6.744059186311348,3,6.313548046277095,3,7.020190708311925,1.0986122886681098,195000.0
7,3,21,1.0986122886681098,7.3632795869630385,2006,6.647688373563329,4,6.421622267806518,3,6.658011045870748,1.0986122886681098,197000.0
8,3,15,1.3862943611198906,7.780303087908373,1997,7.242082359256962,4,6.769641976852503,3,7.249925536717988,1.0986122886681098,348000.0
8,3,17,1.0986122886681098,7.463363045520021,1882,6.821107472256465,3,6.052089168924417,3,6.821107472256465,0.6931471805599453,168000.0
6,2,12,1.0986122886681098,7.524021415206125,1964,6.71295620067707,3,6.089044875446846,3,6.928537818164665,1.0986122886681098,187000.0
6,2,5,1.0986122886681098,7.313886831633462,2005,6.621405651764134,4,6.336825731146441,3,6.621405651764134,1.0986122886681098,173900.0
10,4,16,1.3862943611198906,7.449498005382849,2006,7.438971592395862,5,6.668228248417403,4,7.449498005382849,1.0986122886681098,337500.0
4,2,3,0.6931471805599453,7.115582126184454,1946,6.617402977974478,3,5.723585101952381,2,6.652863029353347,0.6931471805599453,121600.0
5,2,12,0.6931471805599453,6.957497370876951,1961,6.957497370876951,3,5.910796644040527,2,6.957497370876951,0.6931471805599453,136500.0
6,2,14,1.0986122886681098,7.274479558773871,1970,7.274479558773871,3,6.423246963533519,2,7.274479558773871,1.0986122886681098,185000.0
3,2,9,0.6931471805599453,6.982862751468942,1922,6.915723448631314,3,5.351858133476067,2,6.982862751468942,0.6931471805599453,91000.0
7,3,5,1.0986122886681098,7.097548850614793,2006,7.080026499922591,4,6.450470422144176,3,7.097548850614793,1.0986122886681098,206000.0
3,2,7,1.0986122886681098,6.851184927493743,1952,0.0,0,6.270988431858299,1,6.851184927493743,0.6931471805599453,82000.0
5,2,17,0.6931471805599453,6.539585955617669,1920,6.539585955617669,2,5.37989735354046,4,6.539585955617669,0.6931471805599453,86000.0
8,3,21,1.3862943611198906,7.362010551259734,2006,7.362010551259734,4,6.715383386334681,3,7.362010551259734,1.0986122886681098,232000.0
5,2,14,1.0986122886681098,7.427144133408616,1976,7.427144133408616,3,6.270988431858299,2,7.427144133408616,1.0986122886681098,136905.0
7,3,0,1.0986122886681098,7.316548177182976,2005,7.205635176410364,4,6.126869184114185,3,7.316548177182976,1.0986122886681098,181000.0
5,3,5,0.6931471805599453,6.893656354602635,1977,6.893656354602635,4,5.796057750765372,2,6.893656354602635,1.0986122886681098,149900.0
6,2,12,1.0986122886681098,7.41336733569524,1970,7.41336733569524,4,6.184148890937483,2,7.41336733569524,1.0986122886681098,163500.0
4,2,10,0.6931471805599453,6.996681488176539,1970,6.304448802421981,3,5.659482215759621,2,6.304448802421981,0.6931471805599453,88000.0
7,3,11,1.0986122886681098,7.444833273892193,2004,7.444833273892193,5,6.311734809152915,3,7.444833273892193,1.0986122886681098,240000.0
5,2,18,0.0,7.328437352895162,1926,6.9167150203536085,3,0.0,2,6.9167150203536085,1.0986122886681098,102000.0
5,2,19,0.6931471805599453,7.148345743900068,1948,6.580639137284949,3,5.746203190540153,2,6.580639137284949,1.0986122886681098,135000.0
5,2,7,0.0,7.417580402414544,1965,0.0,0,0.0,2,7.417580402414544,1.0986122886681098,100000.0
6,2,6,0.6931471805599453,7.315218389752975,1923,6.401917196727186,3,5.198497031265826,3,6.803505257608338,0.6931471805599453,165000.0
5,2,17,0.6931471805599453,6.930494765951626,1910,6.930494765951626,3,5.638354669333745,2,6.930494765951626,0.6931471805599453,85000.0
6,2,12,0.6931471805599453,6.987490247000991,1948,6.987490247000991,3,5.484796933490655,2,6.987490247000991,0.6931471805599453,119200.0
8,3,14,1.0986122886681098,7.418180822726788,2001,6.698268054115413,4,6.270988431858299,3,6.698268054115413,1.0986122886681098,227000.0
7,3,5,1.0986122886681098,7.316548177182976,1996,7.316548177182976,4,6.171700597410915,3,7.316548177182976,1.0986122886681098,203000.0
8,3,22,1.0986122886681098,7.215975002651466,1984,7.107425474110705,4,6.338594078203183,3,7.215975002651466,0.6931471805599453,187500.0
7,3,8,1.0986122886681098,7.29505641646263,1991,5.953243334287785,4,5.998936561946683,3,6.688354713946762,1.0986122886681098,160000.0
7,3,0,1.0986122886681098,7.317876198626496,2005,7.217443431696533,4,6.089044875446846,3,7.317876198626496,1.0986122886681098,213490.0
4,2,7,1.0986122886681098,7.032624261028007,2005,7.032624261028007,4,6.113682179832232,3,7.032624261028007,0.6931471805599453,176000.0
7,3,5,1.0986122886681098,7.107425474110705,2006,7.090076835776092,4,6.450470422144176,3,7.107425474110705,1.0986122886681098,194000.0
5,2,17,0.6931471805599453,7.130098510125578,1930,6.816735880594968,3,5.081404364984463,2,6.816735880594968,0.6931471805599453,87000.0
7,3,0,1.0986122886681098,7.316548177182976,2005,7.205635176410364,4,6.082218910376446,3,7.316548177182976,1.0986122886681098,191000.0
8,3,23,1.0986122886681098,7.972121128921655,1976,7.356279876550748,4,6.501289670540389,3,7.972121128921655,1.0986122886681098,287000.0
5,2,5,1.0986122886681098,6.78332520060396,1972,6.78332520060396,3,6.135564891081739,2,6.78332520060396,0.6931471805599453,112500.0
5,2,12,1.0986122886681098,7.142827401161621,1960,7.145984467714388,3,6.135564891081739,2,7.142827401161621,0.6931471805599453,167500.0
8,3,23,1.3862943611198906,7.40671073017764,2007,7.40184157874383,4,6.68586094706836,3,7.40671073017764,1.0986122886681098,293077.0
5,2,12,0.6931471805599453,7.227662498728654,1941,6.645090969505644,3,5.484796933490655,2,6.876264611890766,0.6931471805599453,105000.0
6,2,2,0.6931471805599453,7.105786129481271,1972,6.511745329644728,3,5.579729825986222,2,6.511745329644728,0.6931471805599453,118000.0
